Brand,Nume,Pret_Nou,Pret_vechi,Marime,Gen,Data
NIKE,NIKE Pantofi sport NIKE AIR MAX SEQUENT 4,"333,00","369,99",40.5,barbati,2019-10-28 19:04:09.480473

NIKE,NIKE Pantofi sport NIKE AIR MAX SEQUENT 4.5 SE,"293,39","326,00",40,barbati,2019-10-28 19:04:11.171017

NIKE,NIKE Pantofi sport NIKE AIR MAX SEQUENT 4.5 SE,"325,00","325,00",40,barbati,2019-10-28 19:04:12.799260

NIKE,NIKE Pantofi sport NIKE AIR MAX TAVAS,"296,45","385,00",44,barbati,2019-10-28 19:04:14.657938

NIKE,NIKE Pantofi sport NIKE AIR MAX TAVAS,"330,00","330,00",42,barbati,2019-10-28 19:04:16.558086

NIKE,NIKE Pantofi sport NIKE AIR MAX TAVAS PRM,"339,15","399,00",42,barbati,2019-10-28 19:04:22.059657

NIKE,NIKE Pantofi sport NIKE AIR MAX TRAINER 1,"489,99","489,99",40,barbati,2019-10-28 19:04:23.711054

NIKE,NIKE Pantofi sport NIKE AIR MAX ZERO BR,"378,00","378,00",42,barbati,2019-10-28 19:04:25.117229

NIKE,NIKE Pantofi sport NIKE AIR MAX ZERO ESSENTIAL,"354,89","390,00",40,barbati,2019-10-28 19:04:26.690036

NIKE,NIKE Pantofi sport NIKE AIR MAX ZERO ESSENTIAL,"390,00","390,00",40,barbati,2019-10-28 19:04:28.143229

NIKE,NIKE Pantofi sport NIKE AIR MAX ZERO SE,"372,01","372,01",42,barbati,2019-10-28 19:04:29.724904

NIKE,NIKE Pantofi sport NIKE AIR ZOOM PEGASUS 32,"315,90","351,00",42,barbati,2019-10-28 19:04:31.657593

NIKE,NIKE Pantofi sport NIKE AIR ZOOM PEGASUS 34,"337,60","422,00",42,barbati,2019-10-28 19:04:33.144205

NIKE,NIKE Pantofi sport NIKE AIR ZOOM PEGASUS 35,"364,00","364,00",41,barbati,2019-10-28 19:04:34.745268

NIKE,NIKE Pantofi sport NIKE AIR ZOOM PEGASUS 36,"327,60","364,00",40,barbati,2019-10-28 19:04:36.289351

NIKE,NIKE Pantofi sport NIKE AIR ZOOM PEGASUS 36,"328,50","365,00",40,barbati,2019-10-28 19:04:38.060568

NIKE,NIKE Pantofi sport NIKE AIR ZOOM PEGASUS 36,"364,00","559,99",41,barbati,2019-10-28 19:04:39.970721

NIKE,NIKE Pantofi sport NIKE AIR ZOOM ULTRA CLY,"245,33","281,99",42.5,barbati,2019-10-28 19:04:43.286657

NIKE,NIKE Pantofi sport NIKE AIR ZOOM WILDHORSE 5,"327,60","364,00",41,barbati,2019-10-28 19:04:44.801696

NIKE,NIKE Pantofi sport NIKE AIR ZOOM WILDHORSE 5,"364,00","559,99",40,barbati,2019-10-28 19:04:46.689178

NIKE,NIKE Pantofi sport NIKE ARROWZ,"234,00","234,00",40,barbati,2019-10-28 19:04:48.193832

NIKE,NIKE Pantofi sport NIKE ARROWZ,"198,90","234,00",44,barbati,2019-10-28 19:04:49.968288

NIKE,NIKE Pantofi sport NIKE ARROWZ,"220,00","220,00",41,barbati,2019-10-28 19:04:51.684650

NIKE,NIKE Pantofi sport NIKE ARROWZ,"204,85","241,00",41,barbati,2019-10-28 19:04:53.282600

NIKE,NIKE Pantofi sport NIKE ARROWZ,"208,80","232,00",41,barbati,2019-10-28 19:04:54.795237

NIKE,NIKE Pantofi sport NIKE CK RACER,"191,99","191,99",40,barbati,2019-10-28 19:04:56.392991

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH LOW,"149,10","210,00",42.5,barbati,2019-10-28 19:04:57.732233

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH LOW SE,"189,00","210,00",40.5,barbati,2019-10-28 19:04:59.235884

NIKE,NIKE Pantofi sport NIKE COURT BOROUGH LOW SE,"195,99","280,00",41,barbati,2019-10-28 19:05:01.224624

NIKE,NIKE Pantofi sport NIKE COURT ROYALE,"161,00","161,00",40.5,barbati,2019-10-28 19:05:03.083614

NIKE,NIKE Pantofi sport NIKE COURT ROYALE,"136,08","161,99",41,barbati,2019-10-28 19:05:04.928564

NIKE,NIKE Pantofi sport NIKE COURT ROYALE,"150,00","150,00",42,barbati,2019-10-28 19:05:06.466970

NIKE,NIKE Pantofi sport NIKE COURT ROYALE SUEDE,"147,85","168,00",43,barbati,2019-10-28 19:05:08.200506

NIKE,NIKE Pantofi sport NIKE COURT ROYALE SUEDE,"153,00","180,00",40.5,barbati,2019-10-28 19:05:09.647485

NIKE,NIKE Pantofi sport NIKE COURT ROYALE SUEDE,"145,80","180,00",41,barbati,2019-10-28 19:05:11.975160

NIKE,NIKE Pantofi sport NIKE COURT ROYALE SUEDE,"147,60","180,00",44,barbati,2019-10-28 19:05:13.570358

NIKE,NIKE Pantofi sport NIKE COURT ROYALE SUEDE,"161,99","180,00",41,barbati,2019-10-28 19:05:15.081355

NIKE,NIKE Pantofi sport NIKE COURT ROYALE SUEDE,"167,00","167,00",40,barbati,2019-10-28 19:05:16.629741

NIKE,NIKE Pantofi sport NIKE COURT VISION LO,"310,00","310,00",40,barbati,2019-10-28 19:05:18.375595

NIKE,NIKE Pantofi sport NIKE COURT VISION MID,"349,99","349,99",40,barbati,2019-10-28 19:05:19.878908

NIKE,NIKE Pantofi sport NIKE DELFINE,"220,99","339,99",41,barbati,2019-10-28 19:05:21.645681

NIKE,NIKE Pantofi sport NIKE DOWNSHIFTER 6 LEA,"142,10","203,00",44.5,barbati,2019-10-28 19:05:23.069973

NIKE,NIKE Pantofi sport NIKE DOWNSHIFTER 8,"180,00","180,00",40,barbati,2019-10-28 19:05:25.018153

NIKE,NIKE Pantofi sport NIKE DOWNSHIFTER 8,"161,99","180,00",40,barbati,2019-10-28 19:05:27.063029

NIKE,NIKE Pantofi sport NIKE DOWNSHIFTER 8,"168,00","240,00",40,barbati,2019-10-28 19:05:28.985835

NIKE,NIKE Pantofi sport NIKE DOWNSHIFTER 8,"158,40","240,00",44,barbati,2019-10-28 19:05:30.638040

NIKE,NIKE Pantofi sport NIKE DOWNSHIFTER 8,"299,99","299,99",40,barbati,2019-10-28 19:05:31.999065

NIKE,NIKE Pantofi sport NIKE DOWNSHIFTER 8,"161,99","180,00",40.5,barbati,2019-10-28 19:05:34.227940

NIKE,NIKE Pantofi sport NIKE DOWNSHIFTER 8,"148,63","167,00",44,barbati,2019-10-28 19:05:35.794463

NIKE,NIKE Pantofi sport NIKE DOWNSHIFTER 8,"161,10","179,00",42,barbati,2019-10-28 19:05:37.332851

NIKE,NIKE Pantofi sport NIKE DOWNSHIFTER 8,"161,10","179,00",42,barbati,2019-10-28 19:05:38.924568

NIKE,NIKE Pantofi sport NIKE DOWNSHIFTER 8,"166,01","166,01",40,barbati,2019-10-28 19:05:40.457108

NIKE,NIKE Pantofi sport NIKE DOWNSHIFTER 8,"160,20","178,00",40,barbati,2019-10-28 19:05:45.927682

ELLESSE,ELLESSE Pantofi sport BIANCA,"67,15","85,00",39,barbati,2019-11-03 17:27:37.945420

ELLESSE,ELLESSE Pantofi sport BIANCA,"68,00","85,00",37,barbati,2019-11-03 17:27:39.851410

CHAMPION,CHAMPION Pantofi sport BOSTON,"101,99","119,99",40,barbati,2019-11-03 17:27:41.050414

CHAMPION,CHAMPION Pantofi sport BOSTON,"78,85","95,00",39,barbati,2019-11-03 17:27:42.115835

CHAMPION,CHAMPION Pantofi sport BOSTON A,"95,00","95,00",40,barbati,2019-11-03 17:27:44.266219

ELLESSE,ELLESSE Pantofi sport BRAY,"73,49","98,00",36,barbati,2019-11-03 17:27:45.631895

ELLESSE,ELLESSE Pantofi sport BRAY,"73,49","98,00",36,barbati,2019-11-03 17:27:47.275144

CONVERSE,CONVERSE Pantofi sport BREAKPOINT,"176,63","191,99",38.5,barbati,2019-11-03 17:27:50.243890

CONVERSE,CONVERSE Pantofi sport BREAKPOINT,"160,00","160,00",37.5,barbati,2019-11-03 17:27:55.201655

ELLESSE,ELLESSE Pantofi sport BRENDY,"169,99","169,99",36,barbati,2019-11-03 17:27:57.515222

ELLESSE,ELLESSE Pantofi sport BROOKS,"84,00","112,00",36,barbati,2019-11-03 17:28:00.173520

ELLESSE,ELLESSE Pantofi sport BROOKS,"84,00","112,00",37,barbati,2019-11-03 17:28:05.201789

ELLESSE,ELLESSE Pantofi sport BROOKS,"84,00","112,00",37,barbati,2019-11-03 17:28:07.032091

ADIDAS,ADIDAS Pantofi sport CAMPUS W,"276,00","276,00",39 1/3,barbati,2019-11-03 17:28:08.865999

ELLESSE,ELLESSE Pantofi sport CANDY LOW,"84,00","105,01",37,barbati,2019-11-03 17:28:10.507059

ELLESSE,ELLESSE Pantofi sport CANDY LOW,"84,00","105,01",37,barbati,2019-11-03 17:28:12.793612

ELLESSE,ELLESSE Pantofi sport CANDY MID,"67,51","75,01",37,barbati,2019-11-03 17:28:15.159539

SLAZENGER,SLAZENGER Pantofi sport CANVAS PUMP LDS 40,"23,79","34,99",40,barbati,2019-11-03 17:28:18.497898

SLAZENGER,SLAZENGER Pantofi sport CANVAS PUMP LDS 40,"23,79","34,99",41,barbati,2019-11-03 17:28:20.366622

PUMA,PUMA Pantofi sport CARINA L,"289,99","289,99",40,barbati,2019-11-03 17:28:22.033452

PUMA,PUMA Pantofi sport CARINA L,"289,99","289,99",40,barbati,2019-11-03 17:28:23.870424

PUMA,PUMA Pantofi sport CARINA L,"289,99","289,99",40,barbati,2019-11-03 17:28:25.760971

ELLESSE,ELLESSE Pantofi sport CAROLINA,"75,99","95,00",36,barbati,2019-11-03 17:28:27.262619

ELLESSE,ELLESSE Pantofi sport CAROLINA,"88,00","88,00",36,barbati,2019-11-03 17:28:28.930617

ELLESSE,ELLESSE Pantofi sport CAROLINA,"75,99","95,00",37,barbati,2019-11-03 17:28:30.811663

ELLESSE,ELLESSE Pantofi sport CELIE,"80,50","115,00",36,barbati,2019-11-03 17:28:32.546530

ELLESSE,ELLESSE Pantofi sport CELIE,"82,80","92,00",36,barbati,2019-11-03 17:28:35.665034

ADIDAS,ADIDAS Pantofi sport CF ADVANTAGE,"389,99","389,99",39 1/3,barbati,2019-11-03 17:28:37.454094

ADIDAS,ADIDAS Pantofi sport CF ADVANTAGE,"208,26","234,00",39 1/3,barbati,2019-11-03 17:28:39.064282

ADIDAS,ADIDAS Pantofi sport CF ADVANTAGE,"222,00","221,99",40,barbati,2019-11-03 17:28:40.596287

ADIDAS,ADIDAS Pantofi sport CF ADVANTAGE CL W,"198,47","222,99",39 1/3,barbati,2019-11-03 17:28:42.835374

ADIDAS,ADIDAS Pantofi sport CF DAILY QT CL W,"190,40","238,00",39 1/3,barbati,2019-11-03 17:28:44.730325

ADIDAS,ADIDAS Pantofi sport CF DAILY QT CL W,"204,00","204,00",39 1/3,barbati,2019-11-03 17:28:46.522596

ADIDAS,ADIDAS Pantofi sport CF QT RACER,"169,19","180,00",36,barbati,2019-11-03 17:28:48.198678

ADIDAS,ADIDAS Pantofi sport CF QT RACER W,"179,20","224,01",39 1/3,barbati,2019-11-03 17:28:50.374299

ADIDAS,ADIDAS Pantofi sport CF QT RACER W,"174,58","203,00",40 2/3,barbati,2019-11-03 17:28:51.835035

ADIDAS,ADIDAS Pantofi sport CF QT RACER W,"190,00","190,00",39 1/3,barbati,2019-11-03 17:28:53.671886

ADIDAS,ADIDAS Pantofi sport CF QTFLEX W,"188,16","224,01",36 2/3,barbati,2019-11-03 17:28:55.727042

ADIDAS,ADIDAS Pantofi sport CF QTFLEX W,"190,40","224,01",40 2/3,barbati,2019-11-03 17:28:57.772401

ADIDAS,ADIDAS Pantofi sport CF RACER TR W,"198,00","198,00",39 1/3,barbati,2019-11-03 17:29:00.628080

ADIDAS,ADIDAS Pantofi sport CF RACER TR W,"194,40","216,00",36,barbati,2019-11-03 17:29:02.193775

CONVERSE,CONVERSE Pantofi sport CHUCK TAYLOR ALL STAR - 563412C,"214,00","214,00",37.5,barbati,2019-11-03 17:29:03.947184

CONVERSE,CONVERSE Pantofi sport CHUCK TAYLOR ALL STAR BREA MATERIAL,"288,00","288,00",38,barbati,2019-11-03 17:29:05.525199

CONVERSE,CONVERSE Pantofi sport CHUCK TAYLOR ALL STAR II,"189,72","204,00",38,barbati,2019-11-03 17:29:07.697834

CONVERSE,CONVERSE Pantofi sport CHUCK TAYLOR ALL STAR II,"189,72","204,00",37.5,barbati,2019-11-03 17:29:09.402152

REEBOK,REEBOK Pantofi sport CL LTHR,"261,00","261,00",40,barbati,2019-11-03 17:29:11.517214

REEBOK,REEBOK Pantofi sport CL LTHR,"286,00","286,00",35,barbati,2019-11-03 17:29:14.356927

CHAMPION,CHAMPION Pantofi sport CLASSIC,"132,00","131,99",41,barbati,2019-11-03 17:29:16.488034

CHAMPION,CHAMPION Pantofi sport CLASSIC,"114,69","155,00",39,barbati,2019-11-03 17:29:22.633519

CHAMPION,CHAMPION Pantofi sport CLASSIC,"84,00","105,01",40,barbati,2019-11-03 17:29:23.990007

CHAMPION,CHAMPION Pantofi sport CLASSIC,"88,20","147,00",40,barbati,2019-11-03 17:29:25.479238

SLAZENGER,SLAZENGER Pantofi sport CLASSIC 40,"278,99","279,00",40,barbati,2019-11-03 17:29:27.195268

ADIDAS,ADIDAS Pantofi sport CLOUDFOAM ADVANTAGE CLEAN W,"207,48","266,00",39 1/3,barbati,2019-11-03 17:29:28.694359

ADIDAS,ADIDAS Pantofi sport CLOUDFOAM ULTIMATE,"261,80","308,00",40,barbati,2019-11-03 17:29:30.079046

ELLESSE,ELLESSE Pantofi sport COLIN  11 SILVER,"112,50","125,00",37,barbati,2019-11-03 17:29:32.971087

ELLESSE,ELLESSE Pantofi sport COLIN  13 PINK,"112,50","125,00",36,barbati,2019-11-03 17:29:34.552372

CHAMPION,CHAMPION Pantofi sport CORA,"147,91","174,00",40,barbati,2019-11-03 17:29:36.020657

CHAMPION,CHAMPION Pantofi sport CORA,"147,91","174,00",40,barbati,2019-11-03 17:29:37.474392

CHAMPION,CHAMPION Pantofi sport CORA,"209,99","209,99",40,barbati,2019-11-03 17:29:39.133941

CHAMPION,CHAMPION Pantofi sport CORA,"209,99","209,99",40,barbati,2019-11-03 17:29:40.689412

ADIDAS,ADIDAS Pantofi sport COSMIC W,"162,00","161,99",36,barbati,2019-11-03 17:29:42.404245

ADIDAS,ADIDAS Pantofi sport COURT ADAPT,"214,00","214,00",39 1/3,barbati,2019-11-03 17:29:43.986379

LOTTO,LOTTO Pantofi sport COURT LOGO XVI W,"95,00","190,00",37,barbati,2019-11-03 17:29:45.747300

ADIDAS,ADIDAS Pantofi sport COURTSET,"175,00","175,00",39 1/3,barbati,2019-11-03 17:29:47.353535

ADIDAS,ADIDAS Pantofi sport COURTSET,"181,00","181,00",39 1/3,barbati,2019-11-03 17:29:48.951604

ADIDAS,ADIDAS Pantofi sport COURTSET,"168,00","210,00",40,barbati,2019-11-03 17:29:50.427188

ADIDAS,ADIDAS Pantofi sport COURTSET,"178,20","198,00",40,barbati,2019-11-03 17:29:51.989335

ADIDAS,ADIDAS Pantofi sport COURTSET,"220,15","259,00",39 1/3,barbati,2019-11-03 17:29:53.605063

ADIDAS,ADIDAS Pantofi sport COURTSET,"279,99","280,00",39 1/3,barbati,2019-11-03 17:29:55.197328

ADIDAS,ADIDAS Pantofi sport COURTSET W,"151,20","240,00",39 1/3,barbati,2019-11-03 17:29:57.749074

ADIDAS,ADIDAS Pantofi sport CRAZYCHAOS,"349,99","349,99",39 1/3,barbati,2019-11-03 17:29:59.483309

ADIDAS,ADIDAS Pantofi sport CRAZYCHAOS,"349,99","349,99",39 1/3,barbati,2019-11-03 17:30:01.633289

ADIDAS,ADIDAS Pantofi sport CRAZYFLIGHT BOUNCE 2,"305,00","305,00",41 1/3,barbati,2019-11-03 17:30:03.223661

ADIDAS,ADIDAS Pantofi sport CRAZYFLIGHT BOUNCE 3,"469,99","469,99",39 1/3,barbati,2019-11-03 17:30:05.614903

ADIDAS,ADIDAS Pantofi sport CRAZYFLIGHT TEAM,"379,99","379,99",39 1/3,barbati,2019-11-03 17:30:07.405321

ADIDAS,ADIDAS Pantofi sport CRAZYFLIGHT X 2 MID,"455,00","455,00",41 1/3,barbati,2019-11-03 17:30:12.575526

ADIDAS,ADIDAS Pantofi sport CRAZYFLIGHT X 3,"649,99","649,99",39 1/3,barbati,2019-11-03 17:30:14.948879

ADIDAS,ADIDAS Pantofi sport CRAZYFLIGHT X 3  MID,"699,99","699,99",39 1/3,barbati,2019-11-03 17:30:16.660473

ADIDAS,ADIDAS Pantofi sport CRAZYMOVE TR,"195,00","195,01",40,barbati,2019-11-03 17:30:18.504024

ADIDAS,ADIDAS Pantofi sport CRAZYMOVE TR,"254,00","254,01",39 1/3,barbati,2019-11-03 17:30:20.866956

ADIDAS,ADIDAS Pantofi sport CRAZYTRAIN LT W,"254,00","254,01",39 1/3,barbati,2019-11-03 17:30:22.817137

ADIDAS,ADIDAS Pantofi sport CRAZYTRAIN LT W,"254,00","254,01",39 1/3,barbati,2019-11-03 17:30:24.759214

CHAMPION,CHAMPION Pantofi sport CRISTA VER1,"96,60","138,00",40,barbati,2019-11-03 17:30:27.095743

CONVERSE,CONVERSE Pantofi sport CT ALL STAR,"204,00","204,00",39,barbati,2019-11-03 17:30:29.715340

CONVERSE,CONVERSE Pantofi sport CT ALL STAR,"204,00","204,00",41,barbati,2019-11-03 17:30:32.803724

CONVERSE,CONVERSE Pantofi sport CT ALL STAR II,"200,87","216,00",44.5,barbati,2019-11-03 17:30:34.510272

SKECHERS,SKECHERS Pantofi sport D LITES - FRESH START,"329,99","329,99",36,barbati,2019-11-03 17:30:36.296973

ADIDAS,ADIDAS Pantofi sport DAILY 2.0,"279,99","280,00",39 1/3,barbati,2019-11-03 17:30:39.291449

ADIDAS,ADIDAS Pantofi sport DAILY 2.0,"279,99","280,00",39 1/3,barbati,2019-11-03 17:30:41.026316

ELLESSE,ELLESSE Pantofi sport DAISY 01.NAVY,"79,99","100,00",36,barbati,2019-11-03 17:30:42.833370

ELLESSE,ELLESSE Pantofi sport DAISY 03.CREAM,"79,99","100,00",36,barbati,2019-11-03 17:30:44.634590

ELLESSE,ELLESSE Pantofi sport DEEN 01.PURPLE METALLIC,"81,00","90,00",36,barbati,2019-11-03 17:30:46.582339

ELLESSE,ELLESSE Pantofi sport DEEN 02.DK GREY METALLIC,"81,00","90,00",37,barbati,2019-11-03 17:30:48.310879

ELLESSE,ELLESSE Pantofi sport DEENA,"78,40","112,00",38,barbati,2019-11-03 17:30:50.093399

ELLESSE,ELLESSE Pantofi sport DEENA,"78,40","112,00",38,barbati,2019-11-03 17:30:51.581272

ADIDAS,ADIDAS Pantofi sport DURAMO 7 W,"178,20","198,00",39 1/3,barbati,2019-11-03 17:30:53.479950

ADIDAS,ADIDAS Pantofi sport DURAMO 8 W UTIBLK/CBLACK/SHOPIN,"201,61","224,01",36,barbati,2019-11-03 17:30:58.162233

ADIDAS,ADIDAS Pantofi sport DURAMO 9,"169,00","169,00",39 1/3,barbati,2019-11-03 17:30:59.433789

ADIDAS,ADIDAS Pantofi sport DURAMO LITE 2.0,"163,00","162,99",39 1/3,barbati,2019-11-03 17:31:00.796625

ADIDAS,ADIDAS Pantofi sport EDGEBOUNCE W,"300,00","300,00",39 1/3,barbati,2019-11-03 17:31:02.002154

ELLESSE,ELLESSE Pantofi sport ELIANNE,"71,25","95,00",36,barbati,2019-11-03 17:31:03.254315

ADIDAS,ADIDAS Pantofi sport ENERGY BOOST W,"444,57","511,00",39 1/3,barbati,2019-11-03 17:31:04.857773

ADIDAS,ADIDAS Pantofi sport ENERGY CLOUD 2 W,"190,40","224,01",40,barbati,2019-11-03 17:31:06.394538

ADIDAS,ADIDAS Pantofi sport ENERGY CLOUD V,"175,00","175,00",36,barbati,2019-11-03 17:31:08.240545

ADIDAS,ADIDAS Pantofi sport ENERGY CLOUD V,"169,19","180,00",39 1/3,barbati,2019-11-03 17:31:09.663233

REEBOK,REEBOK Pantofi sport ENERGYLUX,"156,00","156,00",36,barbati,2019-11-03 17:31:11.080984

LOTTO,LOTTO Pantofi sport ESOSPHERE II ALR W,"174,00","174,00",36.5,barbati,2019-11-03 17:31:12.157556

REEBOK,REEBOK Pantofi sport ESOTERRA DMX LITE,"174,00","174,00",36,barbati,2019-11-03 17:31:13.342258

ADIDAS,ADIDAS Pantofi sport ESSENTIAL FUN 2,"239,99","239,99",39 1/3,barbati,2019-11-03 17:31:15.188116

ADIDAS,ADIDAS Pantofi sport ESSENTIAL FUN II W,"134,99","150,00",39 1/3,barbati,2019-11-03 17:31:16.964857

ADIDAS,ADIDAS Pantofi sport ESSENTIAL FUN II W,"163,00","162,99",39 1/3,barbati,2019-11-03 17:31:18.636824

ADIDAS,ADIDAS Pantofi sport ESSENTIAL FUN II W,"163,00","162,99",39 1/3,barbati,2019-11-03 17:31:19.955238

ADIDAS,ADIDAS Pantofi sport ESSENTIAL FUN W,"128,79","161,00",39 1/3,barbati,2019-11-03 17:31:21.193854

ELLESSE,ELLESSE Pantofi sport EVELYN,"269,99","269,99",36,barbati,2019-11-03 17:31:22.482715

REEBOK,REEBOK Pantofi sport EXPRESS RUNNER,"144,00","144,00",36,barbati,2019-11-03 17:31:24.160239

CHAMPION,CHAMPION Pantofi sport FIONA,"67,50","90,00",36,barbati,2019-11-03 17:31:25.250943

CHAMPION,CHAMPION Pantofi sport FIONA,"85,00","85,00",40,barbati,2019-11-03 17:31:26.615851

CHAMPION,CHAMPION Pantofi sport FIONA PREMIUM,"80,75","95,00",40,barbati,2019-11-03 17:31:28.128300

CHAMPION,CHAMPION Pantofi sport FIONA PREMIUM,"79,80","114,00",36,barbati,2019-11-03 17:31:29.593389

CHAMPION,CHAMPION Pantofi sport FIONA V1,"60,00","80,00",40,barbati,2019-11-03 17:31:31.063797

CHAMPION,CHAMPION Pantofi sport FIONA V1,"64,00","80,00",40,barbati,2019-11-03 17:31:32.402419

CHAMPION,CHAMPION Pantofi sport FLORA,"77,90","95,00",40,barbati,2019-11-03 17:31:33.579641

CHAMPION,CHAMPION Pantofi sport FLOW,"86,41","108,00",40,barbati,2019-11-03 17:31:34.989217

CHAMPION,CHAMPION Pantofi sport FLOW NEOPRENE,"101,99","120,00",40,barbati,2019-11-03 17:31:36.421129

CHAMPION,CHAMPION Pantofi sport FLOW NEOPRENE,"101,99","120,00",40,barbati,2019-11-03 17:31:37.728808

CHAMPION,CHAMPION Pantofi sport FLOW NYLON,"101,99","120,00",40,barbati,2019-11-03 17:31:38.932421

CHAMPION,CHAMPION Pantofi sport FLOW SATIN,"101,99","120,00",40,barbati,2019-11-03 17:31:40.378548

CHAMPION,CHAMPION Pantofi sport FLOW SATIN,"101,99","120,00",40,barbati,2019-11-03 17:31:41.854297

REEBOK,REEBOK Pantofi sport FOREVER FLOATRIDE ENERGY,"305,00","305,00",36,barbati,2019-11-03 17:31:43.393826

LOTTO,LOTTO Pantofi sport FURI,"102,00","101,99",37,barbati,2019-11-03 17:31:44.868311

LOTTO,LOTTO Pantofi sport FURI,"96,90","114,00",37,barbati,2019-11-03 17:31:46.267612

ADIDAS,ADIDAS Pantofi sport FUSION STORM WTR,"379,99","379,99",39 1/3,barbati,2019-11-03 17:31:47.686905

ASICS,ASICS Pantofi sport FUZEX,"327,25","385,00",39,barbati,2019-11-03 17:31:49.187096

CHAMPION,CHAMPION Pantofi sport GAL,"189,99","190,00",40,barbati,2019-11-03 17:31:51.074101

CHAMPION,CHAMPION Pantofi sport GAL,"88,20","147,00",40,barbati,2019-11-03 17:31:52.802166

CHAMPION,CHAMPION Pantofi sport GAL,"80,75","95,00",40,barbati,2019-11-03 17:31:54.431269

CHAMPION,CHAMPION Pantofi sport GAL,"209,99","209,99",40,barbati,2019-11-03 17:31:55.839347

ADIDAS,ADIDAS Pantofi sport GALAXY 4,"182,00","182,00",36,barbati,2019-11-03 17:31:58.589466

ADIDAS,ADIDAS Pantofi sport GALAXY 4,"239,99","239,99",39 1/3,barbati,2019-11-03 17:32:00.332965

ADIDAS,ADIDAS Pantofi sport GALAXY 4,"155,00","155,00",39 1/3,barbati,2019-11-03 17:32:01.919756

ADIDAS,ADIDAS Pantofi sport GALAXY 4,"239,99","239,99",39 1/3,barbati,2019-11-03 17:32:03.624131

ADIDAS,ADIDAS Pantofi sport GALAXY 4,"239,99","239,99",39 1/3,barbati,2019-11-03 17:32:05.416354

ADIDAS,ADIDAS Pantofi sport GALAXY ALLEGRA III,"207,90","231,00",36 2/3,barbati,2019-11-03 17:32:07.173408

CHAMPION,CHAMPION Pantofi sport GAMA,"90,00","90,00",40,barbati,2019-11-03 17:32:08.821684

CHAMPION,CHAMPION Pantofi sport GAMA,"102,60","114,00",40,barbati,2019-11-03 17:32:13.391176

CHAMPION,CHAMPION Pantofi sport GAMA,"92,34","114,00",40,barbati,2019-11-03 17:32:14.727311

ASICS,ASICS Pantofi sport GEL-NIMBUS 19 FLASH CORAL/DARK PURPLE/WHITE,"480,00","480,00",37,barbati,2019-11-03 17:32:15.977791

ASICS,ASICS Pantofi sport GEL-ROCKET 8,"178,50","210,00",37,barbati,2019-11-03 17:32:17.396603

ASICS,ASICS Pantofi sport GEL-SONOMA 3 G-TX,"249,90","294,00",37,barbati,2019-11-03 17:32:19.273716

CHAMPION,CHAMPION Pantofi sport GELE 3,"80,00","80,00",40,barbati,2019-11-03 17:32:20.889312

CHAMPION,CHAMPION Pantofi sport GELE 3,"159,99","160,00",40,barbati,2019-11-03 17:32:22.517720

ELLESSE,ELLESSE Pantofi sport GLINT 03.GREY SILVER,"77,40","90,00",37,barbati,2019-11-03 17:32:23.885001

ELLESSE,ELLESSE Pantofi sport GLINT 04.RED,"81,00","90,00",37,barbati,2019-11-03 17:32:26.080904

ADIDAS,ADIDAS Pantofi sport GRAND COURT,"214,00","214,00",39 1/3,barbati,2019-11-03 17:32:27.461969

ADIDAS,ADIDAS Pantofi sport GRAND COURT,"329,99","329,99",39 1/3,barbati,2019-11-03 17:32:28.932417

ADIDAS,ADIDAS Pantofi sport GRAND COURT,"329,99","329,99",39 1/3,barbati,2019-11-03 17:32:31.341889

CHAMPION,CHAMPION Pantofi sport GRETA,"120,00","150,00",40,barbati,2019-11-03 17:32:32.909169

ELLESSE,ELLESSE Pantofi sport HAAN,"95,20","119,00",36,barbati,2019-11-03 17:32:34.341697

ELLESSE,ELLESSE Pantofi sport HAAN,"95,20","119,00",36,barbati,2019-11-03 17:32:36.109448

ELLESSE,ELLESSE Pantofi sport HAAN,"95,20","119,00",36,barbati,2019-11-03 17:32:37.730006

ELLESSE,ELLESSE Pantofi sport HAAN,"76,51","85,00",36,barbati,2019-11-03 17:32:39.355419

ELLESSE,ELLESSE Pantofi sport HALLEY,"85,00","85,00",36,barbati,2019-11-03 17:32:40.628761

ELLESSE,ELLESSE Pantofi sport HALLEY,"85,00","85,00",36,barbati,2019-11-03 17:32:42.391327

ELLESSE,ELLESSE Pantofi sport HEIDI,"80,75","95,00",37,barbati,2019-11-03 17:32:43.958132

ADIDAS,ADIDAS Pantofi sport HOOPS 2.0 MID,"349,99","349,99",39 1/3,barbati,2019-11-03 17:32:45.930635

ADIDAS,ADIDAS Pantofi sport HOOPS 2.0 MID,"349,99","349,99",39 1/3,barbati,2019-11-03 17:32:47.421480

